LICENSE TYPE,LICENSE NO,LICENSE STATUS,FULL NAME,ISSUE DATE,EXPIRATION DATE,ADDR LINE 1,ADDR LINE 2,CITY,STATE,ZIPCODE,PHONE,DISCIPLINARY ACTION,DOCKET NUMBER,EMAIL,QUALIFIER
Contractor With LRF,13689350-5501,Active,Barrett and Sons Plumbing and Construction L.L.C.,2024-01-18,2025-11-30,restricted,restricted,Eagle Mountain,UT,84005,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,5110366-5501,Active,Vannco Construction & Innovation Design LLC,2015-12-04,2025-11-30,restricted,restricted,TAYLORSVILLE,UT,841236403,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,6890689-5501,Active,"Thompson Family Brands, LLC",2008-03-12,2025-11-30,restricted,restricted,Washington,UT,84780,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,252446-5501,Active,Young Plumbing L C,1992-10-21,2025-11-30,restricted,restricted,SARATOGA SPRINGS,UT,84045,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,13440365-5501,Active,"Palmer Plumbing, LLC",2023-06-26,2025-11-30,restricted,restricted,Willard,UT,84340,restricted,N,,restricted,P201 - Residential Plumbing Contractor
Contractor With LRF,338255-5501,Active,"Kelley Plumbing, Inc.",1997-05-15,2025-11-30,restricted,restricted,SPRINGVILLE,UT,84663,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,13496067-5501,Active,"J&M Plumbing Services, LLC",2023-08-22,2025-11-30,restricted,restricted,West Valley City,UT,84120,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,313455-5501,Active,Schwartz Plumbing,1996-01-22,2025-11-30,restricted,restricted,SMITHFIELD,UT,84335,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,7919822-5501,Active,"R Phillips Plumbing, LLC",2011-02-23,2025-11-30,restricted,restricted,SAINT GEORGE,UT,84770,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,1346738-5501,Active,"MIKE NORR PLUMBING, INC.",2001-09-14,2025-11-30,restricted,restricted,Tremonton,UT,84337,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,9840064-5501,Active,"HIgh Performance Plumbing, LLC",2016-06-20,2025-11-30,restricted,restricted,HURRICANE,UT,84737,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,9529213-5501,Active,Speedy Plumbing and Drain Inc,2015-09-23,2025-11-30,restricted,restricted,MURRAY,UT,84107,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,9621944-5501,Active,"Kent Whipple Construction, LLC",2016-01-07,2025-11-30,restricted,restricted,BOUNTIFUL,UT,84010,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,8503864-5501,Active,PHC Services LLC,2013-02-01,2025-11-30,restricted,restricted,ENOCH,UT,84721,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,12460725-5501,Active,"Grizzly Plumbing Co., LLC",2021-09-03,2025-11-30,restricted,restricted,Centerville,UT,84014,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,10648645-5501,Active,Jarvis Plumbing Inc,2018-01-22,2025-11-30,restricted,restricted,PAYSON,UT,84651,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,12762157-5501,Active,Iron Plumbing LLC,2022-03-30,2025-11-30,restricted,restricted,Lindon,UT,84042,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,13563231-5501,Active,Magnum Plumbing LLC,2023-09-28,2025-11-30,restricted,restricted,Layton,UT,84041,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,252583-5501,Active,"Joyner Construction, Inc.",1992-12-16,2025-11-30,restricted,restricted,Orem,UT,84059,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,14079889-5501,Active,"Preston Home Improvements, LLC",2024-09-05,2025-11-30,restricted,restricted,Saint George,UT,84790,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,12250929-5501,Active,RAL PLUMBING LLC,2021-04-14,2025-11-30,restricted,restricted,SPANISH FORK,UT,84660,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,14008643-5501,Active,Koopmans Construction LLC,2024-06-20,2025-11-30,restricted,restricted,Hurricane,UT,84737,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,8851093-5501,Active,AAA Comfort Specialist Limited Liability Company,2013-12-27,2025-11-30,restricted,restricted,EAGLE MOUNTAIN,UT,84005,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,13126199-5501,Active,Anchor Plumbing LLC,2022-12-06,2025-11-30,restricted,restricted,Saint George,UT,84770,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,9811498-5501,Active,City Creek Plumbing LLC,2016-05-19,2025-11-30,restricted,restricted,LAYTON,UT,84041,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,4769846-5501,Active,"SALT LAKE MECHANICAL CONTRACTORS, LLC",2001-08-30,2025-11-30,restricted,restricted,ERDA,UT,84074,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,293975-5501,Active,Duncan Plumbing & Heating Inc,1995-11-22,2025-11-30,restricted,restricted,SANDY,UT,84092,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,13021068-5501,Active,TO Holdings LLC,2022-09-27,2025-11-30,restricted,restricted,Washington,UT,84780,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,9874992-5501,Active,"Royal Plumbing, Heating & Air Conditioning, Inc.",2016-08-10,2025-11-30,restricted,restricted,Ogden,UT,84401,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,12371633-5501,Active,"Bullseye Plumbing, L.L.C.",2021-07-20,2025-11-30,restricted,restricted,DRAPER,UT,84020,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,325678-5501,Active,Gregory Monte Nyman,1996-08-09,2025-11-30,restricted,restricted,SMITHFIELD,UT,84335,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,242773-5501,Active,Electric Drain and Sewer Rooter Service Inc,1983-06-29,2025-11-30,restricted,restricted,SALT LAKE CITY,UT,84115,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,13831550-5501,Active,Brian the Plumber LLC,2024-03-25,2025-11-30,restricted,restricted,Hurricane,UT,84737,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,6250409-5501,Active,"Shakespeare Enterprises, Inc.",2006-07-07,2025-11-30,restricted,restricted,ST GEORGE,UT,84790,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,272570-5501,Active,Walton Plumbing Inc,1994-03-29,2025-11-30,restricted,restricted,SALT LAKE CITY,UT,84103,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,5243040-5501,Active,Sharp Water Solutions LLC,2003-04-22,2025-11-30,restricted,restricted,BLUFFDALE,UT,84065,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,8355651-5501,Active,Henrie Plumbing LLC,2012-06-18,2025-11-30,restricted,restricted,PLEASANT GROVE,UT,84062,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,7849418-5501,Active,"Plumber-Tom, LLC",2010-12-07,2025-11-30,restricted,restricted,HYRUM,UT,84319,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,309492-5501,Active,"A Rentmeister Plumber, Inc.",1995-10-02,2025-11-30,restricted,restricted,OGDEN,UT,844046619,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,244764-5501,Active,Harmon's Hardware Company,1984-11-05,2025-11-30,restricted,restricted,MANTI,UT,84642,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,1204755-5501,Active,"VR Plumbing, Inc.",2001-12-04,2025-11-30,restricted,restricted,PARK CITY,UT,84098,restricted,N,,restricted,P201 - Residential Plumbing Contractor
Contractor With LRF,6369642-5501,Active,Dart Plumbing LLC,2006-11-01,2025-11-30,restricted,restricted,PRICE,UT,84501,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,8667816-5501,Active,"Moab Heat N Cool, LLC",2013-05-29,2025-11-30,restricted,restricted,MOAB,UT,84532,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,14184426-5501,Active,Copper Bear Plumbing LLC,2024-09-25,2025-11-30,restricted,restricted,Hurricane,UT,84737,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,13080029-5501,Active,Eagle Eye Plumbing L.L.C.,2022-10-24,2025-11-30,restricted,restricted,Eagle Mountain,UT,84005,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,5834477-5501,Active,"Justin Hill Plumbing, Inc.",2005-04-27,2025-11-30,restricted,restricted,SALEM,UT,84653,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,13901596-5501,Active,EZ Builderz LLC,2024-06-10,2025-11-30,restricted,restricted,American Fork,UT,84003,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,14160123-5501,Active,Eruption Plumbing & Drains LLC,2024-09-11,2025-11-30,restricted,restricted,Salt Lake City,UT,84107,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,8536557-5501,Active,"EMCOR Facilities Services, Inc.",2013-02-28,2025-11-30,restricted,restricted,CINCINNATI,OH,452153513,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,5711413-5501,Active,"Unlimited Plumbing, LLC",2004-09-07,2025-11-30,restricted,restricted,LOA,UT,84747,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,6367866-5501,Active,"Ivie Plumbing and Heating, Inc",2006-10-27,2025-11-30,restricted,restricted,SANDY,UT,84091,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,11299471-5501,Active,"Pando Plumbing, Inc.",2019-07-11,2025-11-30,restricted,restricted,DRAPER,UT,84020,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,10894676-5501,Active,"Sargent Plumbing, Inc.",2018-07-09,2025-11-30,restricted,restricted,MORGAN,UT,84050,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,1400255-5501,Active,"BRUESTLE PLUMBING, INC.",2001-08-01,2025-11-30,restricted,restricted,OGDEN,UT,84405,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,10681720-5501,Active,"K&S Plumbing, LLC",2018-03-02,2025-11-30,restricted,restricted,COTTONWOOD HEIGHTS,UT,84121,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,5991901-5501,Active,"Nielson Plumbing & Mechanical, L.L.C.",2005-08-30,2025-11-30,restricted,restricted,LEHI,UT,84043,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,6023283-5501,Active,"SKYLINE PLUMBING, HEATING & AIR CONDITIONING, L.L.C.",2005-11-07,2025-11-30,restricted,restricted,SALT LAKE,UT,84124,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,337962-5501,Active,Mike Bachman Plumbing Inc,1997-04-10,2025-11-30,restricted,restricted,OGDEN,UT,84401,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,311543-5501,Active,S & S Construction Inc,1995-11-01,2025-11-30,restricted,restricted,ST GEORGE,UT,84790,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,9024509-5501,Active,"Comfort Champion Heating & Air Conditioning, LLC",2014-05-07,2025-11-30,restricted,restricted,DRAPER,UT,84020,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,5244017-5501,Active,KIWI PLUMBING AND HEATING LLC,2003-02-05,2025-11-30,restricted,restricted,SANTA CLARA,UT,84765,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,5059361-5501,Active,"P.M. PLUMBER, L.L.C., A",2002-07-01,2025-11-30,restricted,restricted,TOOELE,UT,84074,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,13232307-5501,Active,Air Rescue LLC,2023-01-30,2025-11-30,restricted,restricted,Saint George,UT,84771,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,10761441-5501,Active,Cisne Plumbing LLC,2018-05-09,2025-11-30,restricted,restricted,PROVO,UT,84601,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,6024996-5501,Active,Drew Laverl Torgerson,2005-10-20,2025-11-30,restricted,restricted,CEDAR CITY,UT,84721,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,231034-5501,Active,A-Tom Plumbing Inc,1911-01-01,2025-11-30,restricted,restricted,WEST JORDAN,UT,84081,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,6273200-5501,Active,"Peak Season, Inc.",2006-10-20,2025-11-30,restricted,restricted,Salt Lake City,UT,84115,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,13504704-5501,Active,"JLeavitt Plumbing, LLC",2023-08-07,2025-11-30,restricted,restricted,Monroe,UT,84754,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,7141560-5501,Active,"Mountain Air Conditioning and Heating, LLC",2008-10-09,2025-11-30,restricted,restricted,LAYTON,UT,84041,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,5978398-5501,Active,"ELITE PLUMBING, LLC",2005-08-11,2025-11-30,restricted,restricted,WILLARD,UT,84340,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,14184840-5501,Active,Heeler Plumbing LLC,2024-09-26,2025-11-30,restricted,restricted,Kanab,UT,84741,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,5221333-5501,Active,"KNIGHTON PLUMBING & HEATING, INC",2003-02-12,2025-11-30,restricted,restricted,KAYSVILLE,UT,84037,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,11246172-5501,Active,R & R Plumbing LLC,2019-05-10,2025-11-30,restricted,restricted,KANAB,UT,84741,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,245011-5501,Active,"MECHANICAL SERVICE & SYSTEMS, INC.",1985-05-10,2025-11-30,restricted,restricted,SALT LAKE CITY,UT,84104,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,14188977-5501,Active,Best Choice Plumbing LLC,2024-10-25,2025-11-30,restricted,restricted,Sandy,UT,84094,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,6080391-5501,Active,Colf's Heating and Air Conditioning Inc,2006-01-05,2025-11-30,restricted,restricted,SAINT GEORGE,UT,84791,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,5969185-5501,Active,Millcreek Plumbing Heating and Solar Energy Inc,2005-08-11,2025-11-30,restricted,restricted,SALT LAKE CITY,UT,84124,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,5685298-5501,Active,"CEC-Clark Enterprises Company, LLC",2004-07-16,2025-11-30,restricted,restricted,PROVO,UT,84604,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,6569955-5501,Active,"N.E. Plumbing, Inc.",2007-04-24,2025-11-30,restricted,restricted,HERRIMAN,UT,84096,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,8876734-5501,Active,Diamond G Mechanical LLC,2014-01-23,2025-11-30,restricted,restricted,SPRING CITY,UT,84662,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,8696911-5501,Active,"MMP Ventures, Inc.",2013-06-13,2025-11-30,restricted,restricted,Herriman,UT,84096,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,12085077-5501,Active,MONSON DEVELOPMENT & REAL ESTATE LLC,2020-12-28,2025-11-30,restricted,restricted,NORTH OGDEN,UT,84414,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,13950649-5501,Active,ASK & Partners LLC,2024-06-05,2025-11-30,restricted,restricted,Payson,UT,84651,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,12662480-5501,Active,"Navarre Plumbing, LLC",2022-01-21,2025-11-30,restricted,restricted,Monroe,UT,84754,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,13569704-5501,Active,WestEnd Plumbing Limited Liability Partnership,2023-10-18,2025-11-30,restricted,restricted,Roy,UT,84067,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,6009514-5501,Active,"Hobble Creek Plumbing, Inc.",2005-10-14,2025-11-30,restricted,restricted,SPRINGVILLE,UT,84663,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,251642-5501,Active,Bert's Plumbing Inc,1992-04-21,2025-11-30,restricted,restricted,ST GEORGE,UT,847911498,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,12682615-5501,Active,"Alpha Plumbing, LLC",2022-02-08,2025-11-30,restricted,restricted,Salem,UT,84653,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,11450389-5501,Active,Roto-Rooter Services Company,2019-09-19,2025-11-30,restricted,restricted,Cincinnati,OH,45202,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,6034371-5501,Active,"ALL-AROUND MECHANICAL, LLC",2005-11-15,2025-11-30,restricted,restricted,SOUTH SALT LAKE,UT,84115,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,9110114-5501,Active,"Progressive Plumbing & Piping, Inc",2014-07-23,2025-11-30,restricted,restricted,PAYSON,UT,84651,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,5725850-5501,Active,"A-Team Plumbing, Inc.",2004-09-17,2025-11-30,restricted,restricted,AFTON,WY,83110,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,376743-5501,Active,Tony Kelso,1999-10-06,2025-11-30,restricted,restricted,MOUNT PLEASANT,UT,84647,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,13421614-5501,Active,Highlander Plumbing LLC,2023-06-12,2025-11-30,restricted,restricted,Lindon,UT,84042,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,4907509-5501,Active,"OASIS PLUMBING, INC",2001-05-23,2025-11-30,restricted,restricted,SYRACUSE,UT,84075,restricted,N,,restricted,P201 - Residential Plumbing Contractor
Contractor With LRF,364093-5501,Active,Wooditures Inc,1998-09-15,2025-11-30,restricted,restricted,HOWELL,UT,84316,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,231311-5501,Active,"STOKES PLUMBING AND HEATING, INC.",1911-01-01,2025-11-30,restricted,restricted,RICHMOND,UT,84333,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,9122235-5501,Active,Downs Plumbing Inc.,2014-08-20,2025-11-30,restricted,restricted,LAPOINT,UT,84039,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,6679164-5501,Active,"Precise Mechanical & Plumbing, LLC",2007-07-16,2025-11-30,restricted,restricted,RIVERTON,UT,84065,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,13536955-5501,Active,CK Plumbing LLC,2023-08-29,2025-11-30,restricted,restricted,Syracuse,UT,84075,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,9617689-5501,Active,SOS Express Group LLC,2016-03-15,2025-11-30,restricted,restricted,SEDONA,AZ,86341,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,12762192-5501,Active,"Elevation Plumbing, Heating & Air LLC",2022-03-28,2025-11-30,restricted,restricted,American Fork,UT,84003,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,13489856-5501,Active,Horizon Plumbing LLC,2023-07-26,2025-11-30,restricted,restricted,Perry,UT,84302,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,9634426-5501,Active,"A. Sorensen Plumbing, Inc.",2016-05-17,2025-11-30,restricted,restricted,WASHINGTON,UT,84780,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,4762187-5501,Active,"JP PLUMBING, INC.",2000-07-19,2025-11-30,restricted,restricted,MIDWAY,UT,84049,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,5413541-5501,Active,DUNN PLUMBING,2003-10-09,2025-11-30,restricted,restricted,PRICE,UT,84501,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,14093484-5501,Active,"ProTrade Plumbing, LLC",2024-08-12,2025-11-30,restricted,restricted,Sandy,UT,84094,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,6688151-5501,Active,"South Peak Plumbing, Inc.",2007-07-20,2025-11-30,restricted,restricted,HERRIMAN,UT,84096,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,6817165-5501,Active,"My Patriot Plumbing, LLC",2007-11-27,2025-11-30,restricted,restricted,WALES,UT,84667,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,296360-5501,Active,Scothern Plumbing & Heating,1995-10-06,2025-11-30,restricted,restricted,NORTH OGDEN,UT,84414,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,14072505-5501,Active,Idaho Plumbing and Air LLC,2024-08-05,2025-11-30,restricted,restricted,Lehi,UT,84043,restricted,N,,restricted,P201 - Residential Plumbing Contractor
Contractor With LRF,11935018-5501,Active,Dreamland Ranch LLC,2020-09-16,2025-11-30,restricted,restricted,MURRAY,UT,84107,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,13007250-5501,Active,Beagle Services Inc,2022-09-07,2025-11-30,restricted,restricted,Chamblee,GA,30341,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,238745-5501,Active,"J. D. S. Plumbing, Inc.",1911-01-01,2025-11-30,restricted,restricted,Vernal,UT,84078,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,342454-5501,Active,"Schoonover Plumbing & Heating, Inc.",1997-07-22,2025-11-30,restricted,restricted,LEHI,UT,84043,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,3105225-5501,Active,"MOUNTAIN WEST MECHANICAL, INC",2000-05-18,2025-11-30,restricted,restricted,Saint George,UT,84790,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,13673472-5501,Active,Copper Eagle Plumbing LLC,2024-01-08,2025-11-30,restricted,restricted,Millcreek,UT,84109,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,13928787-5501,Active,CNJ Plumbing LLC,2024-05-13,2025-11-30,restricted,restricted,Cedar Hills,UT,84062,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,358880-5501,Active,Jonathon Baum,1998-07-07,2025-11-30,restricted,restricted,Genola,UT,84655,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,238419-5501,Active,Dean L Jenkins Plumbing & Heating Corp,1911-01-01,2025-11-30,restricted,restricted,SALT LAKE CITY,UT,84105,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,12569503-5501,Active,"Iverson Plumbing, LLC",2023-06-06,2025-11-30,restricted,restricted,American Fork,UT,84003,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,12351252-5501,Active,Neighborly Plumbing and Services LLC,2021-06-22,2025-11-30,restricted,restricted,Sandy,UT,84092,restricted,N,,restricted,P201 - Residential Plumbing Contractor
Contractor With LRF,5366611-5501,Active,T J HUGGARD PLUMBING LLC,2003-12-22,2025-11-30,restricted,restricted,AMERICAN FORK,UT,84003,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,225781-5501,Active,"A & B Mechanical Contractors, Inc.",1911-01-01,2025-11-30,restricted,restricted,SALT LAKE CITY,UT,84115,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,8148263-5501,Active,Primetime Boiler Services LLC,2011-11-14,2025-11-30,restricted,restricted,West Jordan,UT,84081,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,7953641-5501,Active,Dreamworks Construction Inc,2011-04-12,2025-11-30,restricted,restricted,SAINT GEORGE,UT,84770,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,8792697-5501,Active,"All Around Plumbing Heating & Air, Inc.",2013-12-06,2025-11-30,restricted,restricted,SPANISH FORK,UT,84660,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,6714348-5501,Active,"Get-R-Dunn Plumbing, LLC",2007-08-15,2025-11-30,restricted,restricted,MIDVALE,UT,84047,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,5811992-5501,Active,"EME, Inc.",2005-01-21,2025-11-30,restricted,restricted,West Haven,UT,84401,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,9397980-5501,Active,Lee Edwards Plumbing and Heating Inc,2015-05-14,2025-11-30,restricted,restricted,PLEASANT GROVE,UT,84062,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,13652659-5501,Active,Service Specialist LLC,2024-01-17,2025-11-30,restricted,restricted,Saint George,UT,84790,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,12701364-5501,Active,"Focus Plumbing, LLC",2022-02-24,2025-11-30,restricted,restricted,Las Vegas,NV,89102,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,13494164-5501,Active,"Midab, LLC",2023-07-31,2025-11-30,restricted,restricted,Washington,UT,84780,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,14185999-5501,Active,"Wiser Plumbing, LLC",2024-10-01,2025-11-30,restricted,restricted,Ogden,UT,84404,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,238388-5501,Active,Robert W. Speirs Plumbing Inc,1911-01-01,2025-11-30,restricted,restricted,KAYSVILLE,UT,84037,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,12872774-5501,Active,"MJ Professional Services, LLC",2022-05-31,2025-11-30,restricted,restricted,Herriman,UT,84096,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,238973-5501,Active,"Atkinson Electronics, Inc.",1911-01-01,2025-11-30,restricted,restricted,MURRAY,UT,84107,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,13045693-5501,Active,Mainline Plumbing and Irrigation LLC,2022-11-01,2025-11-30,restricted,restricted,GENOLA,UT,84655,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,6781396-5501,Active,"Kuhn's Heating and Air, LLC",2007-12-11,2025-11-30,restricted,restricted,Saint George,UT,84770,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,11646967-5501,Active,Robert David Bennett,2020-02-07,2025-11-30,restricted,restricted,SALT LAKE CITY,UT,84106,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,11493429-5501,Active,Your Comfort L.L.C.,2019-11-19,2025-11-30,restricted,restricted,Brigham City,UT,84302,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,251603-5501,Active,C&R Mechanical,1992-04-21,2025-11-30,restricted,restricted,TAYLORSVILLE,UT,84129,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,251138-5501,Active,"Triple-T Heating & Cooling, LLC",1991-11-19,2025-11-30,restricted,restricted,Spanish Fork,UT,84660,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,14060523-5501,Active,Winn Plumbing LLC,2024-07-16,2025-11-30,restricted,restricted,Enoch,UT,84721,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,8203492-5501,Active,Andersen Plumbing L.L.C.,2012-02-02,2025-11-30,restricted,restricted,LEHI,UT,84043,restricted,N,,restricted,P201 - Residential Plumbing Contractor
Contractor With LRF,6464452-5501,Active,Sommerfeld Mechanical LLC,2007-01-24,2025-11-30,restricted,restricted,Orem,UT,84058,restricted,N,,restricted,P200 - General Plumbing contractor
